address;source_location;insn;indent
0x457f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:320;PUSH	%RBP;
0x49c6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOVB	$0x5,0x1d(%RAX);
0x49ca;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	-0xe0(%RBP),%RAX;
0x49d1;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	0x40(%RAX),%EAX;
0x49d4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0,%EDX;
0x49d9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;TEST	%EAX,%EAX;
0x49db;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;CMOVS	%EDX,%EAX;
0x49de;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOVSXD	%EAX,%RCX;
0x49e1;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;TEST	%RCX,%RCX;
0x49e4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;JE	4a08 <crossover_+0x489>;
0x49e6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0x7fffffffffffffff,%RAX;
0x49f0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;CQTO;
0x49f2;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;IDIV	%RCX;
0x49f5;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;TEST	%RAX,%RAX;
0x49f8;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;JG	4a01 <crossover_+0x482>;
0x49fa;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0x1,%EDX;
0x49ff;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;JMP	4a0d <crossover_+0x48e>;
0x4a01;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0,%EDX;
0x4a06;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;JMP	4a0d <crossover_+0x48e>;
0x4a08;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0,%EDX;
0x4a0d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RCX,%RSI;
0x4a10;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0x3c3c3c3c3c3c3c3,%RAX;
0x4a1a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;CMP	%RAX,%RSI;
0x4a1d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;JBE	4a26 <crossover_+0x4a7>;
0x4a1f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0x1,%EAX;
0x4a24;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;JMP	4a2b <crossover_+0x4ac>;
0x4a26;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0,%EAX;
0x4a2b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;ADD	%EAX,%EDX;
0x4a2d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	-0xe0(%RBP),%RAX;
0x4a34;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	0x40(%RAX),%EAX;
0x4a37;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;TEST	%EAX,%EAX;
0x4a39;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;SETLE	%AL;
0x4a3c;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOVZX	%AL,%EAX;
0x4a3f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;TEST	%EAX,%EAX;
0x4a41;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;JE	4a4a <crossover_+0x4cb>;
0x4a43;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0,%EBX;
0x4a48;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;JMP	4a5b <crossover_+0x4dc>;
0x4a4a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RCX,%RAX;
0x4a4d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;SAL	$0x4,%RAX;
0x4a51;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;ADD	%RCX,%RAX;
0x4a54;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;SAL	$0x2,%RAX;
0x4a58;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RAX,%RBX;
0x4a5b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	-0xe0(%RBP),%RAX;
0x4a62;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	(%RAX),%RAX;
0x4a65;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;TEST	%RAX,%RAX;
0x4a68;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;TEST	%EDX,%EDX;
0x4a6a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;JE	4a80 <crossover_+0x501>;
0x4a6c;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;LEA	0xc625(%RIP),%RAX;
0x4a73;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RAX,%RDI;
0x4a76;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0,%EAX;
0x4a7b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;CALL	22a0 <@plt_start@+0x280>;
0x4a80;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	-0xe0(%RBP),%RAX;
0x4a87;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	(%RAX),%RAX;
0x4a8a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;TEST	%RAX,%RAX;
0x4a8d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;JE	4ab7 <crossover_+0x538>;
0x4a8f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;LEA	0xccd3(%RIP),%RAX;
0x4a96;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RAX,%RDX;
0x4a99;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;LEA	0xc648(%RIP),%RAX;
0x4aa0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RAX,%RSI;
0x4aa3;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;LEA	0xccc6(%RIP),%RAX;
0x4aaa;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RAX,%RDI;
0x4aad;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0,%EAX;
0x4ab2;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;CALL	2080 <@plt_start@+0x60>;
0x4ab7;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0x1,%EAX;
0x4abc;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;TEST	%RBX,%RBX;
0x4abf;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;CMOVNE	%RBX,%RAX;
0x4ac3;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RAX,%RDI;
0x4ac6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;CALL	20f0 <@plt_start@+0xd0>;
0x4acb;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RAX,%RDX;
0x4ace;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	-0xe0(%RBP),%RAX;
0x4ad5;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RDX,(%RAX);
0x4ad8;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	-0xe0(%RBP),%RAX;
0x4adf;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	(%RAX),%RAX;
0x4ae2;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;TEST	%RAX,%RAX;
0x4ae5;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;JNE	4b08 <crossover_+0x589>;
0x4ae7;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RBX,%RDX;
0x4aea;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;LEA	0xc659(%RIP),%RAX;
0x4af1;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RAX,%RSI;
0x4af4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;LEA	0xcca5(%RIP),%RAX;
0x4afb;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RAX,%RDI;
0x4afe;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	$0,%EAX;
0x4b03;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;CALL	21f0 <@plt_start@+0x1d0>;
0x4b08;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	-0xe0(%RBP),%RAX;
0x4b0f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOVQ	$0x1,0x30(%RAX);
0x4b17;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	-0xe0(%RBP),%RAX;
0x4b1e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	0x40(%RAX),%EAX;
0x4b21;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOVSXD	%EAX,%RDX;
0x4b24;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	-0xe0(%RBP),%RAX;
0x4b2b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	%RDX,0x38(%RAX);
0x4b2f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	-0xe0(%RBP),%RAX;
0x4b36;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOVQ	$0x1,0x28(%RAX);
0x4b3e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	-0xe0(%RBP),%RAX;
0x4b45;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOVQ	$-0x1,0x8(%RAX);
0x4b4d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOV	-0xe0(%RBP),%RAX;
0x4b54;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:338;MOVQ	$0x44,0x20(%RAX);
0x4b5c;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;MOV	-0xc8(%RBP),%RAX;
0x4b63;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;MOV	0x40(%RAX),%EDI;
0x4b66;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;MOVL	$0x1,-0x14(%RBP);
0x4b6d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;MOV	-0x14(%RBP),%ESI;
0x4b70;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;CMP	%EDI,-0x14(%RBP);(4) 
0x4b73;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;SETG	%AL;(4) 
0x4b76;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;MOVZX	%AL,%EAX;(4) 
0x4b79;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;TEST	%EAX,%EAX;(4) 
0x4b7b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;JNE	5244 <crossover_+0xcc5>;(4) 
0x4b81;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;CMPL	$0x7fffffff,-0x14(%RBP);(4) 
0x4b88;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;JNE	4ba8 <crossover_+0x629>;(4) 
0x4b8a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;LEA	0xcc40(%RIP),%RAX;(4) 
0x4b91;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;MOV	%RAX,%RSI;(4) 
0x4b94;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;LEA	0xcc55(%RIP),%RAX;(4) 
0x4b9b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;MOV	%RAX,%RDI;(4) 
0x4b9e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;MOV	$0,%EAX;(4) 
0x4ba3;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:340;CALL	2080 <@plt_start@+0x60>;(4) 
0x4ba8;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:341;MOV	-0x14(%RBP),%EAX;(4) 
0x4bab;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:341;CMP	-0x18(%RBP),%EAX;(4) 
0x4bae;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:341;JG	4ee7 <crossover_+0x968>;(4) 
0x4bb4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0x14(%RBP),%EAX;(4) 
0x4bb7;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;CLTQ;(4) 
0x4bb9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0xd8(%RBP),%RDX;(4) 
0x4bc0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x30(%RDX),%RDX;(4) 
0x4bc4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;CMP	%RDX,%RAX;(4) 
0x4bc7;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;JGE	4bf8 <crossover_+0x679>;(4) 
0x4bc9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0xd8(%RBP),%RDX;(4) 
0x4bd0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x30(%RDX),%RDX;(4) 
0x4bd4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RDX,%RCX;(4) 
0x4bd7;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RAX,%RDX;(4) 
0x4bda;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;LEA	0xcc3f(%RIP),%RAX;(4) 
0x4be1;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RAX,%RSI;(4) 
0x4be4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;LEA	0xcc85(%RIP),%RAX;(4) 
0x4beb;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RAX,%RDI;(4) 
0x4bee;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	$0,%EAX;(4) 
0x4bf3;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;CALL	2080 <@plt_start@+0x60>;(4) 
0x4bf8;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0xd8(%RBP),%RDX;(4) 
0x4bff;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x38(%RDX),%RDX;(4) 
0x4c03;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;CMP	%RDX,%RAX;(4) 
0x4c06;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;JLE	4c37 <crossover_+0x6b8>;(4) 
0x4c08;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0xd8(%RBP),%RDX;(4) 
0x4c0f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x38(%RDX),%RDX;(4) 
0x4c13;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RDX,%RCX;(4) 
0x4c16;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RAX,%RDX;(4) 
0x4c19;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;LEA	0xcc80(%RIP),%RAX;(4) 
0x4c20;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RAX,%RSI;(4) 
0x4c23;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;LEA	0xcc46(%RIP),%RAX;(4) 
0x4c2a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RAX,%RDI;(4) 
0x4c2d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	$0,%EAX;(4) 
0x4c32;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;CALL	2080 <@plt_start@+0x60>;(4) 
0x4c37;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0x14(%RBP),%EDX;(4) 
0x4c3a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOVSXD	%EDX,%RDX;(4) 
0x4c3d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0xc8(%RBP),%RCX;(4) 
0x4c44;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x30(%RCX),%RCX;(4) 
0x4c48;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;CMP	%RCX,%RDX;(4) 
0x4c4b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;JGE	4c79 <crossover_+0x6fa>;(4) 
0x4c4d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0xc8(%RBP),%RAX;(4) 
0x4c54;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x30(%RAX),%RAX;(4) 
0x4c58;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RAX,%RCX;(4) 
0x4c5b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;LEA	0xcc8e(%RIP),%RAX;(4) 
0x4c62;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RAX,%RSI;(4) 
0x4c65;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;LEA	0xcc04(%RIP),%RAX;(4) 
0x4c6c;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RAX,%RDI;(4) 
0x4c6f;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	$0,%EAX;(4) 
0x4c74;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;CALL	2080 <@plt_start@+0x60>;(4) 
0x4c79;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0xc8(%RBP),%RCX;(4) 
0x4c80;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x38(%RCX),%RCX;(4) 
0x4c84;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;CMP	%RCX,%RDX;(4) 
0x4c87;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;JLE	4cb5 <crossover_+0x736>;(4) 
0x4c89;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0xc8(%RBP),%RAX;(4) 
0x4c90;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x38(%RAX),%RAX;(4) 
0x4c94;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RAX,%RCX;(4) 
0x4c97;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;LEA	0xcca2(%RIP),%RAX;(4) 
0x4c9e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RAX,%RSI;(4) 
0x4ca1;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;LEA	0xcbc8(%RIP),%RAX;(4) 
0x4ca8;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RAX,%RDI;(4) 
0x4cab;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	$0,%EAX;(4) 
0x4cb0;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;CALL	2080 <@plt_start@+0x60>;(4) 
0x4cb5;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0xc8(%RBP),%RCX;(4) 
0x4cbc;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	(%RCX),%R8;(4) 
0x4cbf;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0xc8(%RBP),%RCX;(4) 
0x4cc6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x8(%RCX),%RCX;(4) 
0x4cca;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;ADD	%RDX,%RCX;(4) 
0x4ccd;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0xd8(%RBP),%RDX;(4) 
0x4cd4;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	(%RDX),%R9;(4) 
0x4cd7;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	-0xd8(%RBP),%RDX;(4) 
0x4cde;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x8(%RDX),%RDX;(4) 
0x4ce2;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;ADD	%RAX,%RDX;(4) 
0x4ce5;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RDX,%RAX;(4) 
0x4ce8;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;SAL	$0x4,%RAX;(4) 
0x4cec;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;ADD	%RDX,%RAX;(4) 
0x4cef;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;SAL	$0x2,%RAX;(4) 
0x4cf3;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;ADD	%R9,%RAX;(4) 
0x4cf6;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RCX,%RDX;(4) 
0x4cf9;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;SAL	$0x4,%RDX;(4) 
0x4cfd;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;ADD	%RCX,%RDX;(4) 
0x4d00;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;SAL	$0x2,%RDX;(4) 
0x4d04;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;ADD	%R8,%RDX;(4) 
0x4d07;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	(%RDX),%RCX;(4) 
0x4d0a;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x8(%RDX),%RBX;(4) 
0x4d0e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RCX,(%RAX);(4) 
0x4d11;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RBX,0x8(%RAX);(4) 
0x4d15;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x10(%RDX),%RCX;(4) 
0x4d19;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x18(%RDX),%RBX;(4) 
0x4d1d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RCX,0x10(%RAX);(4) 
0x4d21;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RBX,0x18(%RAX);(4) 
0x4d25;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x20(%RDX),%RCX;(4) 
0x4d29;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x28(%RDX),%RBX;(4) 
0x4d2d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RCX,0x20(%RAX);(4) 
0x4d31;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RBX,0x28(%RAX);(4) 
0x4d35;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x30(%RDX),%RCX;(4) 
0x4d39;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x38(%RDX),%RBX;(4) 
0x4d3d;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RCX,0x30(%RAX);(4) 
0x4d41;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%RBX,0x38(%RAX);(4) 
0x4d45;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	0x40(%RDX),%EDX;(4) 
0x4d48;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:342;MOV	%EDX,0x40(%RAX);(4) 
0x4d4b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;MOV	-0x14(%RBP),%EAX;(4) 
0x4d4e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;CLTQ;(4) 
0x4d50;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;MOV	-0xe0(%RBP),%RDX;(4) 
0x4d57;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;MOV	0x30(%RDX),%RDX;(4) 
0x4d5b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;CMP	%RDX,%RAX;(4) 
0x4d5e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;JGE	4d8f <crossover_+0x810>;(4) 
0x4d60;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;MOV	-0xe0(%RBP),%RDX;(4) 
0x4d67;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;MOV	0x30(%RDX),%RDX;(4) 
0x4d6b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;MOV	%RDX,%RCX;(4) 
0x4d6e;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;MOV	%RAX,%RDX;(4) 
0x4d71;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;LEA	0xcc18(%RIP),%RAX;(4) 
0x4d78;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;MOV	%RAX,%RSI;(4) 
0x4d7b;/home/notgard/chps1002/genetic_docking/part2/genetic_algorithm.f90:343;LEA	0xcc5e(%RIP),%RAX;(4) 
